"warid","warname","statenum","stateacr","sdate1","sdate2","edate1","edate2","deaths","outcome","newcow","cow94","cow00","oldwid"
"EIW2.1-695","Sino-Vietnamese Border War",710,"CHN","1987-1-5",NA,"1987-2-6",NA,1800,6,"IW-208","IW-208","IS-208",665
"EIW2.1-695","Sino-Vietnamese Border War",815,"VNM","1987-1-5",NA,"1987-2-6",NA,2200,6,"IW-208","IW-208","IS-208",665
"EIW2.1-700","Gulf War",690,"KUW","1990-8-2",NA,"1991-4-11",NA,1000,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",645,"IRQ","1990-8-2",NA,"1991-4-11",NA,40000,2,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",2,"USA","1991-1-16",NA,"1991-4-11",NA,376,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",20,"CAN","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",200,"UKG","1991-1-16",NA,"1991-4-11",NA,24,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",220,"FRN","1991-1-16",NA,"1991-4-11",NA,2,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",325,"ITA","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",600,"MOR","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",651,"EGY","1991-1-16",NA,"1991-4-11",NA,14,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",652,"SYR","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",670,"SAU","1991-1-16",NA,"1991-4-11",NA,44,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",694,"QAT","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",696,"UAE","1991-1-16",NA,"1991-4-11",NA,6,1,"IW-211","IW-211","IS-211",670
"EIW2.1-700","Gulf War",698,"OMA","1991-1-16",NA,"1991-4-11",NA,0,1,"IW-211","IW-211","IS-211",670
"EIW2.1-705","Bosnian Independence",344,"CRO","1992-4-7",NA,"1992-5-13",NA,500,4,"IW-215",NA,NA,680
"EIW2.1-705","Bosnian Independence",346,"BOS","1992-4-7",NA,"1992-5-13",NA,2850,4,"IW-215",NA,NA,680
"EIW2.1-705","Bosnian Independence",345,"YUG","1992-4-7",NA,"1992-5-13",NA,1890,4,"IW-215",NA,NA,680
"EIW2.1-710","Azeri-Armenian",371,"ARM","1993-2-6",NA,"1994-5-12",NA,5500,1,"IW-216",NA,NA,675
"EIW2.1-710","Azeri-Armenian",373,"AZE","1993-2-6",NA,"1994-5-12",NA,8500,2,"IW-216",NA,NA,675
"EIW2.1-715","Cenepa Valley",135,"PER","1995-1-9",NA,"1995-2-27",NA,950,3,"IW-217",NA,NA,NA
"EIW2.1-715","Cenepa Valley",130,"ECU","1995-1-9",NA,"1995-2-27",NA,550,3,"IW-217",NA,NA,NA
"EIW2.1-720","Badme Border",531,"ERI","1998-5-6",NA,"2000-12-12",NA,50000,6,"IW-219",NA,NA,685
"EIW2.1-720","Badme Border",530,"ETH","1998-5-6",NA,"2000-12-12",NA,70000,6,"IW-219",NA,NA,685
"EIW2.1-725","War for Kosovo",2,"USA","1999-3-24",NA,"1999-6-10",NA,2,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",200,"UKG","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",210,"NTH","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",220,"FRN","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",255,"GMY","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",325,"ITA","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",640,"TUR","1999-3-24",NA,"1999-6-10",NA,0,1,"IW-221",NA,NA,695
"EIW2.1-725","War for Kosovo",345,"YUG","1999-3-24",NA,"1999-6-10",NA,5000,2,"IW-221",NA,NA,695
"EIW2.1-730","Kargil War",750,"IND","1999-5-8",NA,"1999-7-17",NA,474,1,"IW-223",NA,NA,690
"EIW2.1-730","Kargil War",770,"PAK","1999-5-8",NA,"1999-7-17",NA,698,2,"IW-223",NA,NA,690
"EIW2.1-735","Invasion of Afghanistan",900,"AUL","2001-10-17",NA,"2001-12-22",NA,0,4,"IW-225",NA,NA,NA
"EIW2.1-735","Invasion of Afghanistan",220,"FRN","2001-10-21",NA,"2001-12-22",NA,0,4,"IW-225",NA,NA,NA
"EIW2.1-735","Invasion of Afghanistan",2,"USA","2001-10-7",NA,"2001-12-22",NA,2,4,"IW-225",NA,NA,NA
"EIW2.1-735","Invasion of Afghanistan",200,"UKG","2001-10-7",NA,"2001-12-22",NA,0,4,"IW-225",NA,NA,NA
"EIW2.1-735","Invasion of Afghanistan",700,"AFG","2001-10-7",NA,"2001-12-22",NA,4000,4,"IW-225",NA,NA,NA
"EIW2.1-735","Invasion of Afghanistan",20,"CAN","2001-11-15",NA,"2001-12-22",NA,0,4,"IW-225",NA,NA,NA
"EIW2.1-740","Invasion of Iraq",2,"USA","2003-3-19",NA,"2003-5-2",NA,140,4,"IW-227",NA,NA,700
"EIW2.1-740","Invasion of Iraq",200,"UKG","2003-3-19",NA,"2003-5-2",NA,33,4,"IW-227",NA,NA,700
"EIW2.1-740","Invasion of Iraq",900,"AUL","2003-3-19",NA,"2003-5-2",NA,0,4,"IW-227",NA,NA,700
"EIW2.1-740","Invasion of Iraq",645,"IRQ","2003-3-19",NA,"2003-5-2",NA,7000,4,"IW-227",NA,NA,700
"EIW2.1-NA","Central American War",90,"GUA","1863-01-23",NA,"1863-11-15",NA,129,1,"NS-1550",NA,NA,NA
"EIW2.1-NA","Central American War",93,"NIC","1863-01-23",NA,"1863-11-15",NA,NA,1,"NS-1550",NA,NA,NA
"EIW2.1-NA","Central American War",91,"HON","1863-01-23",NA,"1863-11-15",NA,NA,2,"NS-1550",NA,NA,NA
"EIW2.1-NA","Central American War",92,"SAL","1863-01-23",NA,"1863-11-15",NA,NA,2,"NS-1550",NA,NA,NA
